instance_id predicted_score
2475218615076601065 0.011176929990066023
2475218615076601065 0.011158063729451809
398316874173557226 0.02260796886922217
398316874173557226 0.02102427340135835
398316874173557226 0.02256511308167093
398316874173557226 0.02106433085298057
6586402638209028583 0.017091777502845903
6586402638209028583 0.01750641909488958
6586402638209028583 0.01720209989166431
6586402638209028583 0.017686752574716094
1040996105851528465 0.021316161867588085
1040996105851528465 0.021423382776886955
1040996105851528465 0.022023292008169035
1040996105851528465 0.022218247043823754
6316278569655873454 0.022353379997432962
6316278569655873454 0.024159484607541318
6316278569655873454 0.02312590815605761
6316278569655873454 0.025087696958090915
868158305045921978 0.019186391027238913
868158305045921978 0.0187072883882501
868158305045921978 0.019283843081055616
868158305045921978 0.018874173524072523
5713520501786699854 0.04547750259171637
5713520501786699854 0.053365352642067265
932945015407923184 0.014582097021203333
1919197847086752313 0.025927763134231566
304887065966615346 0.021775291457362744
3282556850371665 0.024218239672455857
8829646398295427742 0.028742499114530102
3177704368658581090 0.01808555293342018
331811904131229654 0.01581629068731105
1529584165704680903 0.014705659892713318
1529584165704680903 0.013949817845235411
410957802501821801 0.014914187814713868
410957802501821801 0.014120064514208898
7858701120525579871 0.013607133672196436
7858701120525579871 0.012487438420594814
1007593432911733192 0.022392277757592685
1007593432911733192 0.02304065950022988
6933421324008829721 0.017990273121490933
6933421324008829721 0.01628140148257102
949601458836318592 0.013590777283543062
949601458836318592 0.011956958418343508
1204371563787795352 0.011828665751022252
1204371563787795352 0.011866558137046233
6697124581068234934 0.010758797001452148
6697124581068234934 0.010997060964694367
7458626674337135052 0.009484270475976383
6451011837344535814 0.013439397600415567
6451011837344535814 0.014000878115542103
6451011837344535814 0.01415524898519502
4970342844069330588 0.012463113061724727
1311037283502827477 0.010668974285195542
5367830782177104937 0.00985514647973054
130085071580390177 0.011666171298118864
130085071580390177 0.012154481437227794
130085071580390177 0.011120161911575038
5277248246761080968 0.011688592140777705
5277248246761080968 0.012177829184174132
5277248246761080968 0.01114154522567726
8248237544078109435 0.011704129967621405
8248237544078109435 0.013818301152483354
8160495387552112248 0.01088255605326516
4990633888389156703 0.013834624220134182
5367915129338412746 0.009407064440047611
7166315717760973347 0.015059564104745278
3922408194130789536 0.014555453820067808
3198031054131887410 0.011183018530657172
3198031054131887410 0.01165134378708129
3198031054131887410 0.010710051267092631
8381639851093431264 0.01180426307772313
8381639851093431264 0.01093889952489804
4196377277000518389 0.01817012408053737
4196377277000518389 0.020192454446313242
7216665137006358861 0.010844707433159155
7216665137006358861 0.010784688246797952
7216665137006358861 0.01133884907610381
7657988882068327631 0.01324224910019852
7657988882068327631 0.014102031395130511
6580538684502645403 0.013582342621248602
6580538684502645403 0.012596101954349178
8285962653536984730 0.018088396213953938
8285962653536984730 0.019239852388702176
667595007626814688 0.010532934292594396
667595007626814688 0.00980437765573468
794637447406319981 0.012251899844542885
794637447406319981 0.015347084088704452
1667489879796904413 0.011492943875227656
1667489879796904413 0.01052290389689425
7581478598841084967 0.011837189224946641
7581478598841084967 0.012460453234341735
272473116112748683 0.009280193107762588
7616847274036607679 0.0075815730645456885
3090692985891227788 0.013248642809884697
1497475395995941288 0.01362579350288982
441294948945551728 0.011549958683287006
441294948945551728 0.013743601203110235
3856621171799337440 0.01214610835844735
3856621171799337440 0.011946493379860043
3856621171799337440 0.0117615401425487
3856621171799337440 0.011667597616500724
7233013970386906908 0.016135273036667796
7782462939020585759 0.012848651383280977
7782462939020585759 0.012925625768731555
7819341218876328892 0.01400646950573214
8768374492722589767 0.009675030789132712
7699672123093034935 0.016207685474129534
7699672123093034935 0.016558149702377505
7699672123093034935 0.014642387439393991
3105846136880438244 0.01200139736688812
3105846136880438244 0.011962477359867245
6362992075498435257 0.009702089408281604
4633007087835435834 0.009703130489145454
4633007087835435834 0.01045200546509713
3278116017102114132 0.010785045861031411
3278116017102114132 0.01103645058662999
5363866899442970684 0.0108303414957357
4763880063818181026 0.013324695838864654
4763880063818181026 0.011805830884886218
6499417853689436305 0.00945724996872859
6499417853689436305 0.01134581868110693
8825197220275291270 0.01607785762036568
8825197220275291270 0.015641349305382884
1702555588196061071 0.015096338360530218
6579068549138521196 0.011768723925761969
6993939747206748437 0.013658636687042806
6426886544329476252 0.01161041318689753
6426886544329476252 0.01185848423681819
7860426862982048754 0.01168625057412676
7860426862982048754 0.010432559641422479
2527297114841298382 0.011034237021194295
7933313760459159869 0.009668761818924078
75469955133175158 0.010209264926023701
75469955133175158 0.010189899982587966
7906499375892573021 0.011309325274541834
7906499375892573021 0.011927869773140606
297206904225842053 0.01342153783356749
1277202590313089835 0.010813978104159273
1897838256899211077 0.009459368357908528
6554880088483459971 0.011624428221508196
6554880088483459971 0.01238048782555181
6235346144393008382 0.01091894079316371
4934006048075874133 0.00973720954357483
4934006048075874133 0.00982079939737788
3434477093176970312 0.013768960024742895
872629453371620942 0.010423925309848224
872629453371620942 0.011983995468830048
6562540679725413333 0.009507026862002065
6562540679725413333 0.0120344555419497
2549347096994045410 0.013251741894553807
4114531809002228993 0.015360689136751341
6947254775144460887 0.014793058066072156
4193769699798080591 0.011545347981492102
4299012801018800018 0.011401218033457337
4299012801018800018 0.01136199902526717
4299012801018800018 0.010696949179318632
4659062641181513784 0.01058710076304329
5574367751937642699 0.015573256994512582
5574367751937642699 0.014733439877236123
6074037798572199156 0.015025521573894071
6074037798572199156 0.015343879006619992
8024877078089305183 0.009599884400609769
3576745609723701102 0.015062320432024429
4387536418119078860 0.010583607327316693
59596392243977340 0.009861629435572972
59596392243977340 0.00982765380481596
59596392243977340 0.009916057655089116
2091354043474870892 0.010781156313321877
3966382312694618857 0.012784207551420164
7472760435899602494 0.013851445896334786
7472760435899602494 0.014167195977878124
7472760435899602494 0.012895398448347086
3198557291404155567 0.011897431444461558
3198557291404155567 0.012169188529248559
3198557291404155567 0.011030476484821016
1340012448531949213 0.009845438381069348
1340012448531949213 0.009939415084993712
8830478013318984291 0.01040089917476834
8830478013318984291 0.010362601298389638
8830478013318984291 0.0104557664114568
4750788892877807074 0.007778762462178198
4489273316708706518 0.020247343362006714
4489273316708706518 0.0202125339662039
8244650590101261901 0.013097919311158045
